Date,Info Tech (VGT),Healthcare (VHT),Cons Disc (VCR),Comm Serv (VOX),Finance (VFH),Industrials (VIS),Cons Staples (VDC),Utilities (VPU),Materials (VAW),Real Estate (VNQ),Energy (VDE),S&P 500 (SPY)
2019-01-23 00:00:00-05:00,174.07,167.42,160.44,78.83,64.4,128.63,136.18,120.17,116.0,79.115,83.45,263.1
2019-01-24 00:00:00-05:00,176.13,166.48,161.4906,79.03,64.6,129.5,134.48,120.876,115.68,79.495,83.98,263.69
2019-01-25 00:00:00-05:00,178.65,166.9001,163.14,79.77,65.07,131.12,134.16,119.13,118.04,80.45,85.04,265.7
2019-01-28 00:00:00-05:00,176.49,164.8518,162.135,78.9185,64.98,129.89,134.59,118.5151,117.74,81.23,84.18,263.635
2019-01-29 00:00:00-05:00,174.71,165.46,160.93,78.09,64.78,131.48,134.94,118.9,118.86,81.875,84.49,263.31
2019-01-30 00:00:00-05:00,179.79,167.81,164.12,79.105,64.99,133.4,135.78,119.78,120.32,82.4836,85.74,267.4625
2019-01-31 00:00:00-05:00,180.21,170.46,165.89,81.95,65.03,134.18,138.6363,122.58,119.11,83.395,86.09,270.2325
2019-02-01 00:00:00-05:00,181.32,170.38,163.433,81.76,65.29,134.3746,137.8338,121.77,119.55,82.845,87.538,270.07
2019-02-04 00:00:00-05:00,184.07,169.97,164.34,82.43,65.61,135.89,138.6364,121.9028,119.44,83.44,87.81,271.78
2019-02-05 00:00:00-05:00,185.71,170.025,165.94,82.95,65.52,137.06,138.7,122.15,120.15,83.97,87.78,273.13
2019-02-06 00:00:00-05:00,186.36,170.513,165.1901,81.82,65.45,136.971,138.87,121.87,119.62,83.4,87.21,272.7
2019-02-07 00:00:00-05:00,183.66,168.452,163.55,80.95,64.96,135.9912,138.4236,123.31,117.86,84.09,85.215,269.97
2019-02-08 00:00:00-05:00,184.67,168.65,162.75,81.312,64.61,136.01,139.05,124.01,117.67,84.09,84.63,270.08
2019-02-11 00:00:00-05:00,185.11,168.81,163.47,81.0,64.89,137.04,139.68,124.0,118.19,84.33,85.25,270.64
2019-02-12 00:00:00-05:00,187.71,171.11,166.0864,82.01,65.81,139.19,140.81,124.24,120.76,83.8,86.3,274.075
2019-02-13 00:00:00-05:00,187.98,171.55,166.925,81.89,65.9995,140.1436,141.22,123.87,121.08,84.28,87.37,274.98
2019-02-14 00:00:00-05:00,188.52,172.16,166.37,82.13,65.33,139.57,139.6,123.88,120.61,84.585,87.83,274.535
2019-02-15 00:00:00-05:00,189.79,174.49,167.24,82.62,66.54,141.34,140.85,124.27,122.03,85.07,89.22,277.27
2019-02-20 00:00:00-05:00,190.22,173.88,168.32,82.83,67.21,142.14,141.47,125.56,124.98,84.525,90.03,278.43
2019-02-21 00:00:00-05:00,190.18,172.27,167.9,82.12,66.87,141.67,141.83,126.46,124.51,84.62,88.52,277.46
2019-02-22 00:00:00-05:00,192.76,173.97,168.95,82.86,66.82,142.49,141.38,127.3,125.01,85.11,88.82,279.15
2019-02-25 00:00:00-05:00,193.66,174.6,168.52,82.57,67.02,142.96,140.64,126.43,125.73,84.46,88.89,279.57
2019-02-26 00:00:00-05:00,193.94,173.88,168.76,82.39,66.8,142.4,140.64,126.17,124.8795,84.19,88.47,279.34
2019-02-27 00:00:00-05:00,193.98,173.42,169.04,82.3,67.07,143.0004,140.57,126.4,124.85,83.77,88.87,279.23
2019-02-28 00:00:00-05:00,193.36,172.91,168.18,82.16,66.95,142.45,141.12,126.94,123.28,83.99,87.96,278.54
2019-03-01 00:00:00-05:00,194.55,175.56,169.51,83.01,67.32,142.76,140.96,127.23,123.37,83.73,89.63,280.49
2019-03-04 00:00:00-05:00,193.51,173.1,168.92,82.95,66.9,142.0,140.71,127.58,123.77,84.13,89.8,279.41
2019-03-05 00:00:00-05:00,192.85,172.88,169.11,83.41,66.71,141.14,140.67,127.29,123.25,84.35,89.51,279.05
2019-03-06 00:00:00-05:00,191.58,169.89,167.99,83.34,66.08,139.73,140.3,127.24,122.96,83.96,88.2024,277.29
2019-03-07 00:00:00-05:00,189.94,168.7,165.78,82.72,65.34,138.81,139.57,127.65,121.82,83.78,87.71,275.08
2019-03-08 00:00:00-05:00,189.93,168.4,164.89,82.59,65.35,138.42,139.6,128.17,121.87,83.86,85.94,274.525
2019-03-11 00:00:00-04:00,194.08,170.63,167.37,84.0,65.98,139.73,141.42,129.13,123.6,85.09,87.39,278.5
2019-03-12 00:00:00-04:00,195.08,171.72,167.51,84.5,66.07,138.74,141.38,129.94,123.97,85.48,88.08,279.44
2019-03-13 00:00:00-04:00,196.29,173.75,168.21,84.67,66.52,139.85,142.25,130.04,124.32,85.89,89.08,281.34
2019-03-14 00:00:00-04:00,196.67,173.39,167.51,84.4799,66.8,139.39,142.03,129.9,123.27,86.03,89.17,281.19
2019-03-15 00:00:00-04:00,198.84,174.28,168.23,84.44,67.18,139.03,142.78,130.4,123.53,85.76,89.05,281.35
2019-03-18 00:00:00-04:00,199.63,174.1,169.8,83.9,67.86,140.41,143.11,130.06,123.99,85.32,90.4,282.38
2019-03-19 00:00:00-04:00,200.13,175.42,170.46,83.87,67.23,139.75,142.9,128.52,123.77,85.08,90.11,282.48
2019-03-20 00:00:00-04:00,199.45,174.23,170.6549,84.51,65.79,138.77,142.17,128.82,123.57,85.35,91.06,281.53
2019-03-21 00:00:00-04:00,203.85,174.09,172.46,85.19,65.28,139.46,143.14,129.38,124.41,86.84,90.96,284.67
2019-03-22 00:00:00-04:00,198.7,170.41,168.75,84.01,63.4,136.0,142.76,130.09,120.5,86.21,88.3869,279.25
2019-03-25 00:00:00-04:00,197.91,170.33,169.73,83.92,63.23,136.36,143.08,130.35,120.41,86.31,88.4,279.03
2019-03-26 00:00:00-04:00,199.02,171.44,170.55,84.31,64.03,137.36,144.23,131.21,121.08,87.02,89.69,281.02
2019-03-27 00:00:00-04:00,197.78,169.79,170.3,83.76,63.83,137.53,143.66,130.38,121.02,86.8,89.11,279.72
2019-03-28 00:00:00-04:00,198.64,170.46,171.64,83.35,64.39,138.62,144.31,128.93,122.17,86.99,89.51,280.79
2019-03-29 00:00:00-04:00,200.66,172.51,172.28,83.53,64.54,139.9,145.2,129.6,123.09,86.89,89.4,282.62
2019-04-01 00:00:00-04:00,203.4,172.72,174.36,84.585,66.03,142.77,144.93,128.75,125.0,86.85,90.63,285.89
2019-04-02 00:00:00-04:00,204.02,172.52,174.26,84.92,66.01,142.63,143.66,128.67,125.14,87.42,89.98,285.98
2019-04-03 00:00:00-04:00,205.77,172.51,175.56,85.31,66.22,142.51,142.79,128.59,126.6,87.36,88.98,286.52
2019-04-04 00:00:00-04:00,204.66,172.08,176.66,85.89,66.66,143.33,143.46,128.12,127.87,87.22,89.8,287.22
2019-04-05 00:00:00-04:00,205.59,173.41,177.79,86.07,66.76,143.92,143.85,129.42,128.08,87.82,91.48,288.62
2019-04-08 00:00:00-04:00,206.41,173.24,178.34,85.99,66.85,143.39,144.4,128.46,128.16,87.34,91.85,288.81
2019-04-09 00:00:00-04:00,205.44,172.39,176.69,86.19,66.19,141.45,144.17,128.67,126.95,86.87,90.68,287.305
2019-04-10 00:00:00-04:00,207.11,172.83,177.77,86.67,66.57,141.73,144.66,128.3,127.16,87.7,91.07,288.29
2019-04-11 00:00:00-04:00,207.0,170.74,178.03,86.74,66.88,142.99,144.92,128.98,127.02,87.63,91.07,288.23
2019-04-12 00:00:00-04:00,208.38,169.29,179.0,87.63,68.05,144.6,145.23,129.55,128.43,88.05,91.39,290.19
2019-04-15 00:00:00-04:00,208.32,169.69,179.33,87.65,67.62,144.07,146.15,129.56,128.0,87.6,90.81,289.99
2019-04-16 00:00:00-04:00,209.28,166.45,180.23,87.82,68.52,144.83,146.12,127.88,128.57,85.63,91.39,290.1705
2019-04-17 00:00:00-04:00,209.99,161.21,180.49,87.74,68.62,145.06,146.81,127.52,127.77,84.85,91.31,289.48
2019-04-18 00:00:00-04:00,210.4,161.48,180.43,87.89,68.43,146.45,146.74,127.55,127.8,85.5,90.79,290.02
2019-04-22 00:00:00-04:00,210.99,161.67,179.56,88.295,68.19,145.94,146.62,127.41,126.92,84.53,92.82,290.31
2019-04-23 00:00:00-04:00,213.43,164.48,181.69,89.08,68.6941,147.32,146.62,127.9522,127.68,85.6,92.83,292.85
2019-04-24 00:00:00-04:00,213.6,164.24,181.96,88.46,68.64,147.06,146.83,128.736,126.87,86.3,91.1,292.23
2019-04-25 00:00:00-04:00,213.4,165.9,180.78,89.15,68.74,144.32,145.73,129.2,125.23,86.12,90.66,292.08
2019-04-26 00:00:00-04:00,212.89,167.63,182.25,89.85,69.38,145.43,147.03,129.41,126.5,86.8,89.63,293.44
2019-04-29 00:00:00-04:00,213.01,167.32,181.89,90.48,69.99,145.87,147.3,128.65,126.27,85.94,89.47,293.78
2019-04-30 00:00:00-04:00,213.45,167.98,181.25,88.59,70.06,146.33,148.94,130.74,126.93,86.79,89.24,293.96
2019-05-01 00:00:00-04:00,212.63,167.1,179.5,88.02,69.5,145.27,147.33,129.46,124.73,86.84,87.245,291.84
2019-05-02 00:00:00-04:00,211.6,168.0,179.72,87.6,69.63,145.16,147.13,129.08,123.85,86.93,85.72,291.27
2019-05-03 00:00:00-04:00,213.72,169.65,182.23,88.74,70.29,147.2,148.15,130.05,125.65,87.67,86.6,294.02
2019-05-06 00:00:00-04:00,212.25,170.71,181.11,88.82,69.98,145.97,147.93,129.37,124.03,87.42,86.59,292.87
2019-05-07 00:00:00-04:00,207.74,167.17,178.15,87.49,68.83,142.965,146.46,128.91,121.86,85.8,85.96,288.04
2019-05-08 00:00:00-04:00,207.44,167.44,178.16,87.28,68.6,142.86,146.31,127.09,121.54,85.73,85.98,287.56
2019-05-09 00:00:00-04:00,205.96,167.23,177.4,87.2,68.51,142.66,146.09,127.1,120.6,85.99,85.94,286.75
2019-05-10 00:00:00-04:00,206.49,167.03,177.32,87.32,68.87,143.13,147.7,129.22,121.9,86.88,86.36,288.03
2019-05-13 00:00:00-04:00,198.5,163.65,172.06,84.97,66.89,139.03,146.5,130.61,118.96,86.8,84.76,280.9905
2019-05-14 00:00:00-04:00,201.87,164.6,173.67,85.22,67.48,140.51,147.0,129.6147,119.88,87.09,85.92,283.33
2019-05-15 00:00:00-04:00,203.97,165.17,174.83,86.81,67.15,140.8,148.11,129.52,119.7,87.64,86.4198,285.06
2019-05-16 00:00:00-04:00,205.94,166.51,176.29,87.65,67.86,141.99,149.16,130.31,121.1,88.1,86.87,287.63
2019-05-17 00:00:00-04:00,204.05,166.02,174.79,87.2,67.44,140.37,148.74,130.97,120.28,87.89,85.875,285.9
2019-05-20 00:00:00-04:00,200.49,165.71,173.61,86.4,67.55,139.98,148.36,131.19,118.52,86.57,85.84,283.97
2019-05-21 00:00:00-04:00,203.11,167.32,174.76,87.21,68.12,141.73,147.98,131.26,120.25,87.35,86.83,286.49
2019-05-22 00:00:00-04:00,201.99,168.16,172.99,86.98,67.77,140.5,148.71,132.3,119.31,87.57,85.24,285.62
2019-05-23 00:00:00-04:00,198.25,167.23,170.7,85.86,66.71,138.31,148.41,133.15,117.24,87.77,82.38,282.27
2019-05-24 00:00:00-04:00,198.46,167.75,171.03,85.86,67.3,138.39,147.83,132.91,117.8,88.05,82.49,282.8
2019-05-28 00:00:00-04:00,197.84,165.48,170.22,85.93,66.56,137.2,145.44,130.88,116.88,87.14,81.65,280.31
2019-05-29 00:00:00-04:00,196.55,163.81,168.45,85.11,66.51,136.73,144.28,129.1,116.64,86.03,81.22,278.38
2019-05-30 00:00:00-04:00,197.64,164.78,169.24,85.15,66.11,137.15,144.69,128.76,116.59,86.39,80.1,279.05
2019-05-31 00:00:00-04:00,194.5,163.39,166.97,83.61,65.16,135.21,142.6,129.52,115.2,86.89,78.79,275.37
2019-06-04 00:00:00-04:00,197.31,166.98,170.26,83.13,67.44,139.62,145.72,131.14,122.15,86.75,81.31,280.52
2019-06-05 00:00:00-04:00,199.89,167.98,170.98,83.18,67.75,140.87,147.33,133.78,122.79,88.59,80.18,282.9
2019-06-06 00:00:00-04:00,201.98,168.16,171.57,83.44,67.99,140.9,148.45,134.49,124.08,88.71,81.52,284.74
2019-06-07 00:00:00-04:00,205.63,170.33,174.25,84.45,67.82,142.08,150.03,133.63,125.02,89.02,81.88,287.63
2019-06-10 00:00:00-04:00,207.84,170.99,175.81,84.46,68.41,142.5,150.11,132.84,125.28,88.73,82.07,288.9305
2019-06-11 00:00:00-04:00,207.6377,170.39,176.37,84.59,68.43,141.32,150.66,131.95,125.33,88.94,82.14,288.89
2019-06-12 00:00:00-04:00,206.62,171.34,176.05,84.36,67.85,141.53,150.74,133.66,125.58,89.26,80.72,288.36
2019-06-13 00:00:00-04:00,207.35,171.45,177.89,85.24,68.03,142.54,151.19,133.87,126.39,89.59,81.84,289.65
2019-06-14 00:00:00-04:00,205.32,170.72,178.15,85.35,68.23,141.8,151.21,135.16,125.74,89.73,81.11,289.19
2019-06-17 00:00:00-04:00,205.73,172.05,178.29,86.23,67.57,141.2068,150.78,134.61,124.77,90.68,81.88,289.44
2019-06-18 00:00:00-04:00,209.28,173.63,179.69,86.77,68.46,143.79,150.02,134.26,125.96,90.56,83.09,292.29
2019-06-19 00:00:00-04:00,210.3,175.26,180.1,87.09,68.33,143.88,150.61,135.39,125.71,91.09,82.95,293.05
2019-06-20 00:00:00-04:00,213.16,175.92,181.09,87.46,68.67,146.05,151.72,136.17,127.06,91.53,84.84,295.84
2019-06-21 00:00:00-04:00,211.41,175.29,179.77,87.37,68.06,144.69,150.04,135.79,125.85,90.38,84.795,294.08
2019-06-24 00:00:00-04:00,211.26,174.15,178.65,87.33,67.75,144.18,150.33,135.68,126.13,89.82,83.92,293.64
2019-06-25 00:00:00-04:00,207.54,173.49,176.78,85.83,67.51,143.26,150.36,134.97,126.27,88.63,83.22,290.79
2019-06-26 00:00:00-04:00,209.52,171.51,177.45,85.3,67.37,143.65,148.3,132.02,126.16,86.83,84.6,290.47
2019-06-27 00:00:00-04:00,210.47,172.89,178.83,85.86,68.07,144.31,148.58,132.16,126.85,87.06,83.97,291.54
2019-06-28 00:00:00-04:00,210.85,173.79,179.33,86.6,69.02,145.88,148.8,132.92,128.22,87.48,85.09,293.1
2019-07-01 00:00:00-04:00,213.91,174.68,180.7,87.31,69.8,146.23,149.51,132.55,128.9794,87.345,85.22,295.61
2019-07-02 00:00:00-04:00,214.54,175.28,181.09,88.18,69.57,145.78,150.49,134.14,128.6234,88.81,83.6,296.46
2019-07-03 00:00:00-04:00,216.075,176.91,182.57,88.82,70.11,146.65,152.6,135.18,129.37,89.94,84.03,298.76
2019-07-08 00:00:00-04:00,214.17,174.28,182.93,88.36,69.93,144.95,152.21,135.08,127.36,89.9,84.18,296.86
2019-07-09 00:00:00-04:00,215.11,174.63,183.28,88.77,70.2,144.65,151.3,135.265,126.21,90.3,84.27,297.26
2019-07-10 00:00:00-04:00,216.65,175.22,183.83,89.87,69.86,144.13,152.31,135.63,125.83,90.75,85.52,298.61
2019-07-11 00:00:00-04:00,217.31,175.18,184.13,89.73,70.27,144.8356,152.48,135.63,126.08,89.6,85.53,299.3
2019-07-12 00:00:00-04:00,219.06,173.37,186.33,90.42,70.72,147.47,152.98,134.85,127.51,89.44,85.86,300.68
2019-07-15 00:00:00-04:00,219.69,173.8,186.72,90.33,70.27,146.9,153.26,135.2,127.57,89.41,84.9,300.76
2019-07-16 00:00:00-04:00,217.72,172.91,186.775,90.25,70.09,147.87,153.31,134.55,128.13,89.2,83.92,299.74
2019-07-17 00:00:00-04:00,217.37,173.04,185.04,89.46,69.55,145.0,152.98,135.11,127.06,88.88,82.86,297.77
2019-07-18 00:00:00-04:00,218.89,174.1,184.76,88.85,70.15,145.23,154.27,136.15,127.5,88.88,82.74,298.85
2019-07-19 00:00:00-04:00,217.6,172.23,183.65,87.88,69.85,145.8,153.325,134.14,127.76,87.41,83.22,297.12
2019-07-22 00:00:00-04:00,220.03,172.03,183.68,87.98,69.95,145.91,152.5,133.9,127.47,87.34,83.6,297.92
2019-07-23 00:00:00-04:00,221.2,172.83,184.9,88.32,70.72,147.77,153.42,133.17,129.84,88.32,83.88,299.96
2019-07-24 00:00:00-04:00,223.35,173.23,186.25,89.3,71.46,148.7863,152.56,133.27,130.15,88.41,84.21,301.38
2019-07-25 00:00:00-04:00,221.73,172.21,184.89,89.04,71.03,148.13,152.52,132.95,129.02,87.91,83.11,299.9702
2019-07-26 00:00:00-04:00,223.22,173.08,185.56,91.49,71.76,148.16,154.41,133.53,129.37,88.27,82.68,301.99
2019-07-29 00:00:00-04:00,222.8515,173.65,184.75,91.02,71.19,147.6164,154.71,134.12,128.79,88.54,82.22,301.48
2019-07-30 00:00:00-04:00,221.51,173.33,183.419,90.51,71.2,148.19,155.13,133.32,129.53,89.27,83.4,300.82
2019-07-31 00:00:00-04:00,218.41,171.62,181.79,89.61,70.89,147.14,152.27,132.66,127.51,88.9,83.02,297.38
2019-08-01 00:00:00-04:00,217.16,171.78,178.9,89.12,69.26,143.99,151.61,133.95,126.26,88.91,80.84,294.88
2019-08-02 00:00:00-04:00,213.11,171.04,177.14,88.26,69.03,142.99,151.4752,133.89,124.55,89.31,79.72,292.76
2019-08-05 00:00:00-04:00,204.38,166.845,172.36,85.71,66.86,139.06,147.53,131.81,122.18,87.58,77.25,284.04
2019-08-06 00:00:00-04:00,207.45,169.22,174.9658,86.71,67.8,141.0801,148.88,133.31,122.42,88.55,77.18,287.77
2019-08-07 00:00:00-04:00,208.76,169.31,175.69,86.58,67.14,141.06,150.67,133.71,123.85,89.42,76.61,288.03
2019-08-08 00:00:00-04:00,214.1,171.68,179.3,88.23,68.34,143.47,152.53,135.25,126.21,90.94,78.73,293.55
2019-08-09 00:00:00-04:00,211.56,171.79,177.49,87.4,68.09,142.11,151.56,135.24,124.85,90.85,77.72,291.59
2019-08-12 00:00:00-04:00,208.81,169.85,174.97,86.41,66.84,139.98,150.63,134.98,122.81,90.6,76.8,288.1
2019-08-13 00:00:00-04:00,213.73,171.98,177.605,87.51,67.59,141.685,152.26,135.15,124.26,90.73,77.55,292.43
2019-08-14 00:00:00-04:00,207.08,167.25,171.91,84.87,65.26,137.5101,149.84,133.96,120.39,89.34,74.325,283.92
2019-08-15 00:00:00-04:00,206.76,167.67,171.76,85.1,65.34,137.3,151.9,135.69,120.1,90.27,73.91,284.69
2019-08-16 00:00:00-04:00,210.63,169.97,173.59,86.09,66.62,139.95,153.68,136.49,122.29,91.16,75.12,288.87
2019-08-19 00:00:00-04:00,213.55,171.57,175.89,87.34,67.31,141.39,155.34,137.34,123.35,91.86,76.83,292.32
2019-08-20 00:00:00-04:00,212.65,170.11,175.79,86.63,66.41,140.56,153.41,137.01,121.97,91.18,76.135,290.05
2019-08-21 00:00:00-04:00,215.21,171.37,178.62,86.95,66.76,141.3714,154.0,137.94,122.63,91.56,76.65,292.43
2019-08-22 00:00:00-04:00,214.72,170.42,178.88,86.74,67.11,141.45,154.76,138.02,121.82,91.98,76.21,292.31
2019-08-23 00:00:00-04:00,207.79,166.42,173.88,84.63,65.39,137.47,152.22,136.48,118.87,90.7,73.58,284.81
2019-08-26 00:00:00-04:00,210.4,168.15,175.4,85.8,66.03,138.34,153.88,138.09,119.32,91.43,73.83,287.97
2019-08-27 00:00:00-04:00,209.845,167.02,174.69,85.73,65.48,137.88,153.22,138.17,119.16,91.09,73.35,286.84
2019-08-28 00:00:00-04:00,210.03,168.2,176.61,86.085,66.09,139.36,154.5,137.97,120.36,91.42,74.59,288.83
2019-08-29 00:00:00-04:00,213.63,169.65,179.22,87.18,67.08,141.8094,154.84,138.95,121.98,92.15,75.76,292.56
2019-08-30 00:00:00-04:00,213.5,169.76,178.33,87.15,67.26,142.55,154.85,139.11,122.78,92.23,75.72,292.46
2019-09-03 00:00:00-04:00,211.0,168.42,177.31,86.37,66.56,140.36,155.51,141.32,121.5,93.18,75.27,290.77
2019-09-04 00:00:00-04:00,214.52,168.44,179.07,87.66,67.26,142.13,156.89,141.57,123.04,93.93,76.39,293.97
2019-09-05 00:00:00-04:00,218.84,170.07,182.6999,88.82,68.57,144.83,156.12,140.11,123.74,93.27,77.53,297.82
2019-09-06 00:00:00-04:00,218.59,170.41,183.02,88.72,68.56,144.99,156.8,139.61,124.08,93.47,77.82,298.07
2019-09-09 00:00:00-04:00,216.91,168.69,184.01,88.93,69.67,145.61,156.601,138.81,123.96,93.02,79.61,298.15
2019-09-10 00:00:00-04:00,215.7148,169.31,183.44,88.96,69.97,146.84,155.77,138.9,125.43,92.03,80.64,298.2
2019-09-11 00:00:00-04:00,218.0917,171.31,184.5,89.95,70.49,148.506,156.62,140.31,127.03,92.18,80.71,300.29
2019-09-12 00:00:00-04:00,219.15,171.16,185.31,90.17,70.81,148.62,157.18,140.58,127.785,92.64,80.11,301.27
2019-09-13 00:00:00-04:00,217.535,171.0627,185.03,90.05,71.28,149.41,156.44,139.97,128.98,91.63,80.77,301.05
2019-09-16 00:00:00-04:00,217.38,170.9,182.81,89.55,71.07,149.27,155.08,140.07,127.24,92.49,84.05,300.16
2019-09-17 00:00:00-04:00,218.2,171.21,183.74,89.75,71.09,149.18,155.68,141.23,127.7771,93.44,82.47,300.94
2019-09-18 00:00:00-04:00,218.23,171.04,183.28,89.53,71.38,148.82,155.69,141.83,127.69,93.13,81.96,301.1
2019-09-19 00:00:00-04:00,218.64,171.78,182.81,89.48,71.1,148.18,155.6,142.445,127.78,93.47,81.53,301.06
2019-09-20 00:00:00-04:00,216.36,172.75,180.82,88.96,70.71,147.25,155.22,142.91,127.45,93.4,81.62,298.13
2019-09-23 00:00:00-04:00,216.88,171.78,181.2,88.69,70.9,147.01,155.79,143.1,127.35,93.58,81.68,298.25
2019-09-24 00:00:00-04:00,214.49,169.86,178.91,87.25,70.21,145.82,156.22,144.49,125.88,92.66,80.21,295.81
2019-09-25 00:00:00-04:00,217.05,169.21,180.66,88.23,70.78,147.13,156.47,144.5,126.88,92.82,80.38,297.6
2019-09-26 00:00:00-04:00,216.29,167.21,179.02,87.25,69.98,146.36,155.99,144.05,125.8,93.6,78.63,296.97
2019-09-27 00:00:00-04:00,213.22,166.25,178.44,86.4,70.07,145.6501,155.82,143.53,125.54,93.08,78.52,295.36
2019-09-30 00:00:00-04:00,215.52,167.59,180.04,86.76,69.97,146.17,156.58,143.66,126.41,93.26,78.01,296.83
2019-10-01 00:00:00-04:00,213.51,165.7,178.67,85.88,68.44,142.71,155.99,143.08,123.57,92.34,76.16,293.21
2019-10-02 00:00:00-04:00,209.58,163.45,175.5,84.74,67.14,140.01,152.97,141.28,121.42,91.95,74.2,288.04
2019-10-03 00:00:00-04:00,212.32,165.22,176.27,85.38,67.24,140.73,153.92,141.62,121.79,92.88,75.13,290.37
2019-10-04 00:00:00-04:00,215.93,167.61,177.86,86.49,68.44,142.34,156.15,143.72,122.65,93.42,75.51,294.37
2019-10-07 00:00:00-04:00,215.12,166.87,177.33,86.52,68.15,141.65,154.96,143.181,122.18,93.22,74.8,293.11
2019-10-08 00:00:00-04:00,210.94,163.74,175.23,85.26,66.79,139.46,153.42,141.71,120.17,92.78,73.41,288.55
2019-10-09 00:00:00-04:00,214.06,164.76,176.6831,85.74,67.37,140.61,154.43,142.38,121.33,92.93,74.1533,291.23
2019-10-10 00:00:00-04:00,215.3,165.64,177.67,86.15,68.04,141.81,154.705,142.22,122.355,93.035,75.06,293.24
2019-10-11 00:00:00-04:00,218.49,167.22,180.1299,87.21,68.96,144.5,154.73,141.94,124.66,93.03,76.24,296.26
2019-10-14 00:00:00-04:00,218.48,167.18,180.06,87.04,69.01,144.2,154.11,140.995,123.79,93.06,76.01,296.01
2019-10-15 00:00:00-04:00,220.78,170.11,181.9,88.39,69.92,145.39,153.5,140.5,124.48,93.16,76.28,298.9
2019-10-16 00:00:00-04:00,218.81,169.99,182.6,88.59,69.79,145.33,153.49,140.732,124.69,93.18,75.28,298.41
2019-10-17 00:00:00-04:00,218.57,171.36,183.32,89.12,69.93,146.14,154.32,141.205,125.16,93.79,75.37,299.24
2019-10-18 00:00:00-04:00,216.33,170.67,182.59,88.28,70.15,145.32,154.59,141.75,125.21,94.53,74.86,297.98
2019-10-21 00:00:00-04:00,218.52,170.65,183.43,88.76,71.08,146.15,154.94,142.23,124.81,95.25,76.19,300.05
2019-10-22 00:00:00-04:00,215.59,170.88,182.44,87.97,70.92,147.13,155.1,142.765,124.65,94.94,77.22,299.03
2019-10-23 00:00:00-04:00,215.77,171.7579,181.68,88.55,71.17,147.23,155.82,143.32,125.35,95.15,77.845,299.86
2019-10-24 00:00:00-04:00,219.006,170.79,182.28,87.95,71.02,147.46,156.18,143.81,125.78,95.02,77.53,300.42
2019-10-25 00:00:00-04:00,221.57,171.35,182.4413,88.67,71.35,148.3,155.51,142.25,127.24,94.1,78.16,301.64
2019-10-28 00:00:00-04:00,224.25,173.1999,182.98,89.78,71.72,148.78,155.28,140.49,127.81,93.58,77.68,303.36
2019-10-29 00:00:00-04:00,222.42,175.32,181.69,88.975,71.98,149.19,155.32,140.64,128.45,93.91,78.05,303.2
2019-10-30 00:00:00-04:00,223.99,176.14,182.45,89.08,71.9,149.54,156.03,141.87,128.24,94.51,76.32,304.14
2019-10-31 00:00:00-04:00,223.6,175.77,181.43,89.25,71.45,147.99,155.85,142.4,126.91,94.28,75.97,303.26
2019-11-01 00:00:00-04:00,226.52,176.57,182.48,89.88,72.43,151.01,155.93,142.17,128.77,94.27,77.92,306.18
2019-11-04 00:00:00-05:00,227.6,176.14,182.82,90.16,73.1,152.85,154.605,140.3157,129.95,93.6,80.44,307.34
2019-11-05 00:00:00-05:00,227.41,174.7,183.2,90.17,73.37,153.225,155.02,138.935,130.21,92.02,80.71,307.0
2019-11-06 00:00:00-05:00,227.19,175.22,183.35,89.66,73.64,153.23,155.75,139.25,130.2,92.24,78.83,307.14
2019-11-07 00:00:00-05:00,228.93,175.77,182.58,90.08,74.12,153.62,155.23,137.48,131.2,91.32,80.02,308.22
2019-11-08 00:00:00-05:00,230.2,177.28,182.75,90.55,74.18,153.82,155.03,136.91,131.68,91.1,79.73,308.97
2019-11-11 00:00:00-05:00,230.44,176.66,182.45,90.53,73.99,153.93,154.82,136.06,131.45,91.3,79.14,308.39
2019-11-12 00:00:00-05:00,231.2,177.63,182.3612,90.57,74.03,154.0,155.2,136.22,131.89,90.59,78.72,308.94
2019-11-13 00:00:00-05:00,231.75,177.79,181.68,90.64,73.61,153.33,156.45,138.15,131.12,91.38,78.22,309.07
2019-11-14 00:00:00-05:00,231.48,177.78,182.445,90.92,73.71,153.83,156.35,138.68,131.69,92.15,77.93,309.53
2019-11-15 00:00:00-05:00,233.4,181.5,182.88,91.47,73.97,154.85,156.54,139.07,131.49,92.65,78.63,311.83
2019-11-18 00:00:00-05:00,233.91,180.93,183.4,91.82,74.01,154.34,157.22,139.24,131.16,93.1,77.47,311.99
2019-11-19 00:00:00-05:00,234.76,182.49,181.88,91.71,74.2,154.25,157.11,139.0,130.94,93.27,76.29,311.89
2019-11-20 00:00:00-05:00,233.4,182.53,181.13,91.09,73.88,153.09,157.27,139.7616,129.47,93.21,77.0009,310.79
2019-11-21 00:00:00-05:00,232.27,182.85,180.27,91.27,73.8,152.8,156.49,139.27,129.25,91.88,78.28,310.29
2019-11-22 00:00:00-05:00,232.13,183.61,181.32,91.34,74.31,153.49,156.22,139.35,129.45,91.53,77.99,311.0
2019-11-25 00:00:00-05:00,235.53,186.11,183.22,91.65,74.86,154.89,156.72,138.99,130.46,91.83,78.2797,313.35
2019-11-26 00:00:00-05:00,235.63,185.99,184.59,91.89,74.79,155.5,157.94,139.48,131.2,93.05,77.39,314.02
